wavelength_um,ZodiScale,ZodiOffset_nWm2sr
0.744,1.10495511256574,137.347289323778
0.746625790921234,1.09883100672816,135.55855546762
0.750955082832711,1.08986241329607,134.214195252241
0.75555082617424,1.08351939084213,132.136572301018
0.759676979264473,1.08274981664506,129.990353228707
0.764232804267562,1.08861070068953,130.832146128212
0.768834387959237,1.08481525868589,129.340627708036
0.773440509155921,1.07968686472498,129.91426823495
0.777908191683646,1.07718719615313,130.606998697262
0.782781104185504,1.07519851239731,131.849298084649
0.787333321830036,1.07437556785219,132.266848396508
0.79209189381424,1.07282190882052,131.762821210081
0.796684178054397,1.07094120029459,130.287297807973
0.801567740797466,1.06921911253725,130.114846851078
0.806430384170984,1.06325729852585,129.717938727166
0.811214905802128,1.05888349968518,129.899509873926
0.816120822394943,1.06036221300181,129.992354017138
0.820897998265283,1.06389226702871,130.249654622774
0.826157790905735,1.05834364526982,126.602795721704
0.830956234159542,1.06143505186214,128.822538114682
0.835798199129938,1.06069360375478,130.089335319403
0.840755079253866,1.06050466276757,126.811657920268
0.845777770661756,1.05995346071216,123.862390565983
0.850731998109794,1.05842884595089,124.076816904173
0.855678223468255,1.05152874355149,119.214678917043
0.860716214817881,1.04929593841781,121.99055951145
0.86591895181066,1.04729283356745,122.220421740368
0.871171770855563,1.04533321981177,121.621332165255
0.876255702946896,1.04805131869563,122.460703003486
0.881565756672546,1.05191106041426,122.229119711274
0.886715681455382,1.05547352126507,121.675826714935
0.891973438072658,1.06155945060209,122.527226829356
0.897376209583327,1.06675370748231,123.307829530271
0.902635377140783,1.06888445889851,123.960787409434
0.908076065765615,1.07123860404524,125.081334932817
0.913913836148914,1.07446928679011,127.723811210265
0.919386463908865,1.07847862424331,127.916354960891
0.924844380958876,1.08218114671346,126.78869556332
0.930282169721322,1.08589685026036,125.702465881356
0.93587168170198,1.09150374378965,124.898051738739
0.94131636303099,1.09138503364514,124.190792303807
0.946955009321345,1.09370533568878,124.50861678411
0.952437961040093,1.09491215828617,123.750548515566
0.958343258151457,1.09470552507098,123.051760198068
0.964011966188525,1.09465540652611,120.53413233392
0.969761054180502,1.09543257314339,119.382880091618
0.975494308336132,1.09645900931136,118.667719843272
0.981238870848885,1.0974976785311,118.95017855889
0.98708368705973,1.09627345566193,117.084424819265
0.992913670918069,1.0925075566914,116.753332438196
0.998968004610862,1.08833730738284,114.246060584523
1.00504218341399,1.08766770445354,115.157695601004
1.01126276323802,1.08623934471332,113.402815662509
1.01731003830985,1.0854070395378,113.346175147271
1.02331062149236,1.0822975540664,112.276115721284
1.02962494179029,1.07818687167464,113.536217515717
1.03558474363991,1.0750381852435,113.165907342104
1.04168141311803,1.07276478530152,111.308398630916
1.04793628477709,1.0704325551438,110.633287555897
1.05409294797364,1.06757577471933,109.406842519678
1.06053819270458,1.06731897823701,124.788334516224
1.0669093106462,1.07509058977394,133.765387945887
1.0732985795151,1.08547266094623,132.139525637389
1.0798907221798,1.08221731551152,115.568636567369
1.08630086579994,1.0829581314682,114.81043263322
1.09282572691602,1.07191489732235,120.201393073066
1.09945321732367,1.06174607172722,121.678819905625
1.10605606187607,1.06842800959126,118.922605240083
1.1126047038725,1.06535079916024,114.678528554643
1.114,1.06407776365838,114.894348640058
