wavelength_um,ZodiScale,ZodiOffset_nWm2sr
2.4296083823693,NaN,NaN
2.43983575426121,NaN,NaN
2.441,1.1240469222351,32.9240102169815
2.45130888243512,1.1243815876955,30.4626925339429
2.46427601124445,1.14262035491414,29.7269853847597
2.48051158626856,1.13603269758243,28.9965851583499
2.49764815783748,1.12042091424773,28.4079668807956
2.51461518699199,1.10592108910943,27.876604148138
2.53185559794273,1.09959680456307,27.3786004266441
2.54974174930769,1.09911221180164,27.3015168459511
2.56749808734952,1.09882712707543,27.0581579751416
2.58435977523335,1.09965520498064,27.0404198560247
2.60192687245355,1.09749218168257,26.8998958708879
2.62009618257754,1.09943329451785,26.8253668502021
2.63741533839982,1.10488604885359,26.8830952417367
2.65530635614973,1.11332556004587,26.8613072840514
2.67307096491583,1.1245181709632,27.2040502130596
2.69271407463003,1.12648372229606,27.4898145447674
2.71084312252804,1.12114291739484,27.4929832464139
2.72949567593645,1.11033459029734,27.6476652091497
2.74799762327976,1.10710561994372,27.5344604088271
2.76612462501291,1.11032913786614,27.6667226699589
2.78526955992631,1.11348389045079,27.7540342714347
2.80494580757182,1.11552902153177,27.5762918641359
2.82359928603033,1.11667194568668,27.2762783904849
2.84366316222967,1.11294408742917,27.0193115611209
2.86250405814219,1.11290249654941,26.7062868322796
2.88246702460567,1.11015787652859,26.5130703488746
2.9027021008645,1.10823191459748,26.2366350344129
2.92240343504542,1.10515679034932,25.9179612068574
2.94198134358496,1.10309571281491,25.6497718243866
2.96215334861462,1.10520630980814,25.3852449620757
2.98378013077223,1.1078489777805,25.0974844095906
3.00379741913943,1.11566869291268,24.957987909022
3.02354787173918,1.12675038377618,24.6725770046863
3.04564690311515,1.13537533738637,24.4407622915764
3.06645562480506,1.14214796118365,24.2096757882525
3.08774179055566,1.1444583366204,23.9349963218792
3.10981656632304,1.15142263165078,23.750761376304
3.13081451524307,1.15539317445564,23.5919780285513
3.15261035216223,1.1573439199463,23.3362642590889
3.174498711076,1.16232812234147,23.2623183911731
3.19500569487718,1.1613366807675,23.1938949950591
3.21871439256093,1.15995257329614,23.4646030798234
3.23916739543095,1.16201612410176,24.3264842406632
3.26149473708285,1.1647607039591,25.3041886121065
3.28420808727424,1.16704268856134,25.3939042178503
3.30652664593423,1.16353313998872,25.1475798509237
3.3300452029646,1.15773770915298,24.0604238467576
3.35164536660753,1.15015479392537,22.853243943234
3.37504299138786,1.14597456273207,22.2740052745818
3.39756014078451,1.1451019168504,21.8024303958213
3.42109108751968,1.14853348114826,21.7523160220202
3.4444692309995,1.15376522869109,21.7594619821666
3.4670981963357,1.15735801638991,21.572121794669
3.49171479806473,1.16455574042747,21.5349680667811
3.51471851666907,1.17052410171913,21.4375521837359
3.53832073086852,1.17544671972427,21.3095755008418
3.56194109160435,1.17711570525535,21.0936653432238
3.58617758208778,1.17612981865059,21.0428710683449
3.60954790817931,1.1661970145251,20.9656912038328
3.6336421201163,1.1586853939147,20.8220047127818
3.6596444162803,1.14811727486303,20.5900690034391
3.68306620437044,1.1468501742252,20.5134971363156
3.70922224720172,1.14417033744805,20.451709262913
3.73496962237359,1.14435121101064,20.45723546991
3.7602484803471,1.14550127355005,20.7013011141962
3.78522170829847,1.1426218484436,20.6413554525612
3.81039723025993,1.12815858963562,21.0087432987087
3.825,1.12569543227094,21.3999310177346
